0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
5229,fil-3405,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 16407.0,Regular,452541,271524,5,7059,SAR 337180
5230,fil-3406,2010-11-30 00:00:00,1431-12-24,Tuesday,,Dhul-Hijjah,Border,,1645,Yes,24 hrs,SAR 18919.0,Regular,244024,122012,2,2876,SAR 153447
5231,fil-3407,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12271.0,Grand,589503,353701,10,4598,SAR 209034
5232,fil-3408,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Outskirts,,1535,No,12 hrs,SAR 1062.0,None,174234,0,1,2144,SAR 90810
5233,fil-3409,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 145794.0,None,650806,0,1,12352,SAR 638978
5234,fil-3410,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,,,300,No,12 hrs,SAR 7811.0,Regular,343692,137476,5,4150,SAR 211941
5235,fil-3411,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 87221.0,None,667820,0,11,4407,SAR 233472
5236,fil-3401,2010-12-01 00:00:00,1431-12-25,Wednesday,Dec,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 47379.0,Regular,302803,90840,10,3996,SAR 197218
5237,fil-3402,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 39111.0,None,668600,0,8,10843,SAR 689463
5238,fil-3403,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 775028.0,None,729734,0,6,10497,SAR 610335
5239,fil-3404,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 424252.0,None,500776,0,2,7158,SAR 347748
5240,fil-3405,2010-12-01 00:00:00,1431-12-25,Wednesday,,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 18075.0,None,452551,0,5,3529,SAR 176269
5241,fil-3406,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 19325.0,Regular,236683,71004,2,4421,SAR 227509
5242,fil-3407,2010-12-01 00:00:00,1431-12-25,Wednesday,,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12750.0,Regular,589751,176925,10,6015,SAR 333063
5243,fil-3408,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1131.0,Grand,174227,87113,1,3222,SAR 198490
5244,fil-3409,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 132312.0,None,655653,0,1,16738,SAR 906295
5245,fil-3410,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 7747.0,None,343978,0,5,7903,SAR 438790
5246,fil-3411,2010-12-01 00:00:00,1431-12-25,Wednesday,December,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 73975.0,Regular,663214,265285,11,11234,SAR 615171
5247,fil-3401,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 52967.0,None,290406,0,10,4708,SAR 222995
5248,fil-3402,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 41007.0,Regular,667519,200255,8,11294,SAR 575621
5249,fil-3403,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 875833.0,None,729908,0,6,7659,SAR 345335
5250,fil-3404,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 359141.0,None,488386,0,2,8333,SAR 532323
5251,fil-3405,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,,925,Yes,12 hrs,SAR 17373.0,None,455629,0,5,7326,SAR 401376
5252,fil-3406,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 22063.0,None,236408,0,2,3418,SAR 156395
5253,fil-3407,2010-12-02 00:00:00,1431-12-26,Thursday,,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12291.0,Regular,589469,176840,10,4244,SAR 223567
5254,fil-3408,2010-12-02 00:00:00,1431-12-26,Thu,December,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1300.0,Regular,175431,87715,1,4333,SAR 201376
5255,fil-3409,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 154370.0,Grand,650789,260315,1,10884,SAR 479637
5256,fil-3410,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 7218.0,None,344900,0,5,5142,SAR 223568
5257,fil-3411,2010-12-02 00:00:00,1431-12-26,Thursday,December,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 77336.0,None,663216,0,11,7958,SAR 354888
5258,fil-3401,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 47143.0,None,303304,0,10,6725,SAR 353280
5259,fil-3402,2010-12-03 00:00:00,1431-12-27,Friday,Dec,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 39408.0,None,667408,0,8,7536,SAR 358837
5260,fil-3403,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 793215.0,Regular,729796,291918,6,10932,SAR 559978
5261,fil-3404,2010-12-03 00:00:00,1431-12-27,Fri,December,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 344561.0,None,488441,0,2,7322,SAR 346816
5262,fil-3405,2010-12-03 00:00:00,1431-12-27,Fri,December,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 17018.0,None,460601,0,5,5603,SAR 287184
5263,fil-3406,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 20116.0,None,236577,0,2,2564,SAR 139909
5264,fil-3407,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 13492.0,None,589939,0,10,12199,SAR 715839
5265,fil-3408,2010-12-03 00:00:00,1431-12-27,Fri,,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1076.0,Regular,174333,87166,1,2638,SAR 151444
5266,fil-3409,2010-12-03 00:00:00,1431-12-27,Friday,,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 137598.0,Regular,652752,261100,1,11995,SAR 575576
5267,fil-3410,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 9469.0,Grand,343703,103110,5,7535,SAR 307809
5268,fil-3411,2010-12-03 00:00:00,1431-12-27,Friday,December,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 79096.0,None,663036,0,11,6166,SAR 329080
5269,fil-3401,2010-12-04 00:00:00,1431-12-28,,December,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 47680.0,Grand,290413,116165,10,2488,SAR 135067
5270,fil-3402,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 36533.0,None,667449,0,8,8786,SAR 469281
5271,fil-3403,2010-12-04 00:00:00,1431-12-28,,,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 727532.0,None,729797,0,6,11063,SAR 659329
5272,fil-3404,2010-12-04 00:00:00,1431-12-28,,December,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 362759.0,Regular,488442,195376,2,9221,SAR 460434
5273,fil-3405,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 15225.0,None,460754,0,5,8587,SAR 431161
5274,fil-3406,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 25468.0,None,236408,0,2,5205,SAR 284587
5275,fil-3407,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12114.0,None,589532,0,10,10006,SAR 520474
5276,fil-3408,2010-12-04 00:00:00,1431-12-28,Saturday,,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 981.0,None,187383,0,1,2106,SAR 107069
5277,fil-3409,2010-12-04 00:00:00,1431-12-28,,December,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 131541.0,Regular,650807,325403,1,7314,SAR 366439
5278,fil-3410,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,,Regular,300,No,12 hrs,SAR 8690.0,Regular,343703,103110,5,7535,SAR 393372
5279,fil-3411,2010-12-04 00:00:00,1431-12-28,Saturday,December,Dhul-Hijjah,,Hyper,760,Yes,24 hrs,SAR 73039.0,Grand,663060,198918,11,7375,SAR 347526
5280,fil-3401,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 48315.0,Regular,303826,151913,10,4709,SAR 262911
5281,fil-3402,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 33628.0,Grand,667522,200256,8,14585,SAR 678082
5282,fil-3403,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 761742.0,None,732990,0,6,10203,SAR 593704
5283,fil-3404,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 279088.0,None,493604,0,2,6076,SAR 252605
5284,fil-3405,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 16648.0,Regular,452642,226321,5,5492,SAR 298244
5285,fil-3406,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 20683.0,None,236883,0,2,2162,SAR 106391
5286,fil-3407,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,,Hyper,870,Yes,12 hrs,SAR 13152.0,None,589532,0,10,8878,SAR 457643
5287,fil-3408,2010-12-05 00:00:00,1431-12-29,,December,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1067.0,None,174407,0,1,3970,SAR 195930
5288,fil-3409,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 145255.0,None,650824,0,1,7982,SAR 412422
5289,fil-3410,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 7005.0,Regular,352073,105621,5,8008,SAR 379061
5290,fil-3411,2010-12-05 00:00:00,1431-12-29,Sunday,December,Dhul-Hijjah,Center,,760,Yes,24 hrs,SAR 77984.0,Regular,663077,265230,11,10304,SAR 495043
5291,fil-3401,2010-12-06 00:00:00,1431-12-30,Monday,,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 51914.0,Regular,293717,117486,10,3877,SAR 197741
5292,fil-3402,2010-12-06 00:00:00,1431-12-30,,December,Dhul-Hijjah,,Hyper,640,No,18 hrs,SAR 34773.0,Regular,672733,269093,8,8404,SAR 420062
5293,fil-3403,2010-12-06 00:00:00,1431-12-30,Monday,December,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 827386.0,Grand,729728,291891,6,7705,SAR 452009
5294,fil-3404,2010-12-06 00:00:00,1431-12-30,Monday,December,Dhul-Hijjah,Border,,3125,Yes,18 hrs,SAR 327879.0,None,488373,0,2,5898,SAR 292100
5295,fil-3405,2010-12-06 00:00:00,1431-12-30,Monday,December,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 18375.0,None,453812,0,5,8822,SAR 420553
5296,fil-3406,2010-12-06 00:00:00,1431-12-30,,December,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 19036.0,Regular,237679,118839,2,4681,SAR 236912
5297,fil-3407,2010-12-06 00:00:00,1431-12-30,Monday,Dec,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12453.0,None,589769,0,10,8138,SAR 435967
5298,fil-3408,2010-12-06 00:00:00,1431-12-30,Monday,Dec,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1070.0,None,176286,0,1,1648,SAR 79596
5299,fil-3409,2010-12-06 00:00:00,1431-12-30,Monday,December,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 125528.0,None,650783,0,1,7860,SAR 447392
5300,fil-3410,2010-12-06 00:00:00,1431-12-30,Monday,December,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 8310.0,None,347007,0,5,7957,SAR 352263
5301,fil-3411,2010-12-06 00:00:00,1431-12-30,Monday,Dec,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 86970.0,Regular,665101,199530,11,5586,SAR 253345
5302,fil-3401,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 43837.0,None,290517,0,10,4047,SAR 224441
5303,fil-3402,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,Hyper,640,No,18 hrs,SAR 36435.0,Regular,667909,333954,8,13533,SAR 828267
5304,fil-3403,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 749248.0,Regular,729845,364922,6,15285,SAR 823768
5305,fil-3404,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 337516.0,Grand,488380,195352,2,9028,SAR 524393
5306,fil-3405,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,,925,Yes,12 hrs,SAR 16985.0,None,452541,0,5,7631,SAR 377042
5307,fil-3406,2010-12-07 00:00:00,1432-01-01,Tuesday,Dec,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 29206.0,None,239769,0,2,2624,SAR 125673
5308,fil-3407,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 13596.0,Regular,589470,353682,10,8803,SAR 386209
5309,fil-3408,2010-12-07 00:00:00,1432-01-01,Tuesday,Dec,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1044.0,None,182925,0,1,4126,SAR 183562
5310,fil-3409,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Border,Grande,3070,No,12 hrs,SAR 145159.0,None,656204,0,1,9903,SAR 509273
5311,fil-3410,2010-12-07 00:00:00,1432-01-01,Tue,Dec,Muharram,Center,Regular,300,No,12 hrs,SAR 6953.0,None,343732,0,5,5023,SAR 219177
5312,fil-3411,2010-12-07 00:00:00,1432-01-01,Tuesday,December,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 77918.0,None,666410,0,11,12363,SAR 644674
5313,fil-3401,2010-12-08 00:00:00,1432-01-02,Wednesday,Dec,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 44212.0,None,290413,0,10,2962,SAR 150295
5314,fil-3402,2010-12-08 00:00:00,1432-01-02,Wednesday,December,Muharram,Center,,640,No,18 hrs,SAR 40707.0,None,681656,0,8,10393,SAR 430947
5315,fil-3403,2010-12-08 00:00:00,1432-01-02,Wednesday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 789139.0,Regular,733159,366579,6,9679,SAR 395749
5316,fil-3404,2010-12-08 00:00:00,1432-01-02,Wednesday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 372559.0,Regular,488386,146515,2,5758,SAR 279411
5317,fil-3405,2010-12-08 00:00:00,1432-01-02,Wednesday,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 16278.0,Grand,458047,137414,5,5627,SAR 307003
5318,fil-3406,2010-12-08 00:00:00,1432-01-02,Wednesday,December,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 22684.0,None,241914,0,2,5380,SAR 249791
5319,fil-3407,2010-12-08 00:00:00,1432-01-02,Wed,December,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 14247.0,None,592894,0,10,4943,SAR 250307
5320,fil-3408,2010-12-08 00:00:00,1432-01-02,Wed,December,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1046.0,Regular,174234,87117,1,3923,SAR 185294
5321,fil-3409,2010-12-08 00:00:00,1432-01-02,,December,Muharram,Border,Grande,3070,No,12 hrs,SAR 131944.0,None,665031,0,1,15390,SAR 659885
5322,fil-3410,2010-12-08 00:00:00,1432-01-02,,December,Muharram,Center,Regular,300,No,12 hrs,SAR 7601.0,None,344003,0,5,4864,SAR 269372
5323,fil-3411,2010-12-08 00:00:00,1432-01-02,Wednesday,Dec,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 74592.0,None,671906,0,11,7659,SAR 370801
5324,fil-3401,2010-12-09 00:00:00,1432-01-03,Thursday,,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 47276.0,None,290443,0,10,3311,SAR 166638
5325,fil-3402,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Center,Hyper,640,No,18 hrs,SAR 34745.0,None,668751,0,8,10990,SAR 436487
5326,fil-3403,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 744692.0,None,729771,0,6,9767,SAR 476075
5327,fil-3404,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 343353.0,Regular,488373,146511,2,5103,SAR 252009
5328,fil-3405,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 18313.0,Regular,452553,226276,5,5144,SAR 274530
5329,fil-3406,2010-12-09 00:00:00,1432-01-03,Thursday,Dec,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 25518.0,Grand,236420,94568,2,1997,SAR 86423
5330,fil-3407,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 12277.0,None,589470,0,10,8307,SAR 409546
5331,fil-3408,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 952.0,None,174264,0,1,4571,SAR 212765
5332,fil-3409,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,,Grande,3070,No,12 hrs,SAR 147189.0,Regular,656401,328200,1,8782,SAR 463334
5333,fil-3410,2010-12-09 00:00:00,1432-01-03,Thursday,December,Muharram,Center,Regular,300,No,12 hrs,SAR 7245.0,None,344007,0,5,6992,SAR 316315
5334,fil-3411,2010-12-09 00:00:00,1432-01-03,Thu,December,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 77493.0,None,663353,0,11,12022,SAR 521599
5335,fil-3401,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,,Hyper,445,Yes,24 hrs,SAR 47706.0,None,290402,0,10,4358,SAR 242756
5336,fil-3402,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,Center,Hyper,640,No,18 hrs,SAR 37545.0,None,667422,0,8,13809,SAR 611719
5337,fil-3403,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,,Grande,1995,No,18 hrs,SAR 828528.0,None,729735,0,6,16964,SAR 823606
5338,fil-3404,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 394758.0,None,503197,0,2,6642,SAR 350012
5339,fil-3405,2010-12-10 00:00:00,1432-01-04,,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 15694.0,Regular,452648,135794,5,7086,SAR 391389
5340,fil-3406,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 29051.0,Regular,238596,119298,2,4494,SAR 259891
5341,fil-3407,2010-12-10 00:00:00,1432-01-04,Fri,,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 11857.0,Grand,589477,176843,10,5305,SAR 271170
5342,fil-3408,2010-12-10 00:00:00,1432-01-04,,December,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1040.0,None,174223,0,1,2354,SAR 95093
5343,fil-3409,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,,Grande,3070,No,12 hrs,SAR 120220.0,None,650856,0,1,20150,SAR 1088891
5344,fil-3410,2010-12-10 00:00:00,1432-01-04,Friday,Dec,Muharram,Center,Regular,300,No,12 hrs,SAR 8484.0,Regular,344211,103263,5,3397,SAR 177574
5345,fil-3411,2010-12-10 00:00:00,1432-01-04,Friday,December,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 67483.0,None,663557,0,11,14422,SAR 763460
5346,fil-3401,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,,Hyper,445,Yes,24 hrs,SAR 38935.0,Regular,290599,174359,10,2766,SAR 135752
5347,fil-3402,2010-12-11 00:00:00,1432-01-05,,December,Muharram,Center,,640,No,18 hrs,SAR 36698.0,None,668792,0,8,10459,SAR 480878
5348,fil-3403,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 594483.0,None,731964,0,6,17996,SAR 790663
5349,fil-3404,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 290230.0,None,494195,0,2,8974,SAR 458844
5350,fil-3405,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 20309.0,None,453383,0,5,7584,SAR 332651
5351,fil-3406,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Border,,1645,Yes,24 hrs,SAR 24516.0,Regular,236594,70978,2,5798,SAR 315528
5352,fil-3407,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 12852.0,Regular,598848,299424,10,8201,SAR 399369
5353,fil-3408,2010-12-11 00:00:00,1432-01-05,,December,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1092.0,Grand,176457,70582,1,2386,SAR 100562
5354,fil-3409,2010-12-11 00:00:00,1432-01-05,Saturday,December,Muharram,Border,,3070,No,12 hrs,SAR 158430.0,None,656605,0,1,9151,SAR 436626
5355,fil-3410,2010-12-11 00:00:00,1432-01-05,Sat,December,Muharram,,Regular,300,No,12 hrs,SAR 7286.0,None,347299,0,5,6026,SAR 329004
5356,fil-3411,2010-12-11 00:00:00,1432-01-05,Saturday,,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 71993.0,Regular,663564,265425,11,12565,SAR 604613
5357,fil-3401,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 36849.0,None,290601,0,10,4929,SAR 258791
5358,fil-3402,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Center,Hyper,640,No,18 hrs,SAR 37468.0,Regular,667609,267043,8,6408,SAR 305455
5359,fil-3403,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 822074.0,None,729772,0,6,15811,SAR 867994
5360,fil-3404,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Border,Grande,3125,Yes,18 hrs,SAR 392594.0,None,488417,0,2,9928,SAR 507364
5361,fil-3405,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 14641.0,None,452528,0,5,5150,SAR 259270
5362,fil-3406,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 19408.0,None,237800,0,2,4057,SAR 198707
5363,fil-3407,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Center,Hyper,870,Yes,12 hrs,SAR 13649.0,Regular,589537,235814,10,6363,SAR 289697
5364,fil-3408,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,,Regular,1535,No,12 hrs,SAR 861.0,Regular,183785,55135,1,2434,SAR 133553
5365,fil-3409,2010-12-12 00:00:00,1432-01-06,Sunday,December,Muharram,Border,Grande,3070,No,12 hrs,SAR 144594.0,Grand,654454,261781,1,16557,SAR 747293
5366,fil-3410,2010-12-12 00:00:00,1432-01-06,Sunday,,Muharram,Center,Regular,300,No,12 hrs,SAR 7412.0,None,345095,0,5,5742,SAR 295031
5367,fil-3411,2010-12-12 00:00:00,1432-01-06,Sunday,Dec,Muharram,Center,Hyper,760,Yes,24 hrs,SAR 70718.0,None,663571,0,11,4379,SAR 221870
5368,fil-3401,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 48280.0,None,290733,0,10,4430,SAR 216476
5369,fil-3402,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Center,Hyper,640,No,18 hrs,SAR 31001.0,None,667408,0,8,8680,SAR 569679
5370,fil-3403,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Center,Grande,1995,No,18 hrs,SAR 745576.0,Regular,729742,291896,6,15810,SAR 716344
5371,fil-3404,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,,Grande,3125,Yes,18 hrs,SAR 350902.0,None,488376,0,2,4605,SAR 217419
5372,fil-3405,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Center,Hyper,925,Yes,12 hrs,SAR 17202.0,None,452528,0,5,6338,SAR 322369
5373,fil-3406,2010-12-13 00:00:00,1432-01-07,Monday,,Muharram,Border,Hyper,1645,Yes,24 hrs,SAR 26130.0,None,237821,0,2,3296,SAR 161024
5374,fil-3407,2010-12-13 00:00:00,1432-01-07,,December,Muharram,Center,,870,Yes,12 hrs,SAR 14513.0,None,589489,0,10,6255,SAR 313317
5375,fil-3408,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Outskirts,Regular,1535,No,12 hrs,SAR 1120.0,Regular,175647,87823,1,2927,SAR 169841
5376,fil-3409,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,Border,Grande,3070,No,12 hrs,SAR 122228.0,Regular,650783,260313,1,9930,SAR 602751
5377,fil-3410,2010-12-13 00:00:00,1432-01-07,Mon,December,Muharram,Center,,300,No,12 hrs,SAR 6316.0,Grand,343814,137525,5,5385,SAR 248657
5378,fil-3411,2010-12-13 00:00:00,1432-01-07,Monday,December,Muharram,,Hyper,760,Yes,24 hrs,SAR 78031.0,None,672781,0,11,10185,SAR 584075
5379,fil-3401,2010-12-14 00:00:00,1432-01-08,Tue,Dec,Muharram,Center,Hyper,445,Yes,24 hrs,SAR 54074.0,Grand,294197,147098,10,3883,SAR 196643
